[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r34660] best=33338.1840 gains=0 vars~528 t=880s status=OPTIMAL obj_int=3009994
[r34670] best=33338.1840 gains=0 vars~525 t=881s status=OPTIMAL obj_int=2979817
[r34680] best=33338.1840 gains=0 vars~529 t=881s status=OPTIMAL obj_int=3043257
[r34690] best=33338.1840 gains=0 vars~537 t=881s status=OPTIMAL obj_int=3033044
[r34700] best=33338.1840 gains=0 vars~533 t=881s status=OPTIMAL obj_int=2972676
[r34710] best=33338.1840 gains=0 vars~538 t=882s status=OPTIMAL obj_int=2967591
[r34720] best=33338.1840 gains=0 vars~514 t=882s status=OPTIMAL obj_int=2995476
[r34730] best=33338.1840 gains=0 vars~533 t=882s status=OPTIMAL obj_int=2993768
[r34740] best=33338.1840 gains=0 vars~531 t=882s status=OPTIMAL obj_int=3026120
[r34750] best=33338.1840 gains=0 vars~516 t=883s status=OPTIMAL obj_int=2954862
[r34760] best=33338.1840 gains=0 vars~530 t=883s status=OPTIMAL obj_int=2930638
[r34770] best=33338.1840 gains=0 vars~534 t=883s status=OPTIMAL obj_int=3022519
[r34780] best=33338.1840 gains=0 vars~530 t=883s status=OPTIMAL obj_int=2982285
[r34790] best=33338.1840 gains=0 vars~534 t=884s status=OPTIMAL obj_int=2972885
[r34800] best=33338.1840 gains=0 vars~523 t=884s status=OPTIMAL obj_int=2936362
[r34810] best=33338.1840 gains=0 vars~542 t=884s status=OPTIMAL obj_int=2972277
[r34820] best=33338.1840 gains=0 vars~563 t=884s status=OPTIMAL obj_int=2996615
[r34830] best=33338.1840 gains=0 vars~522 t=885s status=OPTIMAL obj_int=2974895
[r34840] best=33338.1840 gains=0 vars~518 t=885s status=OPTIMAL obj_int=2960558
[r34850] best=33338.1840 gains=0 vars~504 t=885s status=OPTIMAL obj_int=3040142
[r34860] best=33338.1840 gains=0 vars~532 t=885s status=OPTIMAL obj_int=2954563
[r34870] best=33338.1840 gains=0 vars~528 t=885s status=OPTIMAL obj_int=3034372
[r34880] best=33338.1840 gains=0 vars~527 t=886s status=OPTIMAL obj_int=3012371
[r34890] best=33338.1840 gains=0 vars~545 t=886s status=OPTIMAL obj_int=2941891
[r34900] best=33338.1840 gains=0 vars~527 t=886s status=OPTIMAL obj_int=3034636
[r34910] best=33338.1840 gains=0 vars~526 t=887s status=OPTIMAL obj_int=2928006
[r34920] best=33338.1840 gains=0 vars~519 t=887s status=OPTIMAL obj_int=2980610
[r34930] best=33338.1840 gains=0 vars~529 t=887s status=OPTIMAL obj_int=2990454
[r34940] best=33338.1840 gains=0 vars~529 t=887s status=OPTIMAL obj_int=2952411
[r34950] best=33338.1840 gains=0 vars~512 t=887s status=OPTIMAL obj_int=3053886
[r34960] best=33338.1840 gains=0 vars~534 t=888s status=OPTIMAL obj_int=2968741
[r34970] best=33338.1840 gains=0 vars~526 t=888s status=OPTIMAL obj_int=2994081
[r34980] best=33338.1840 gains=0 vars~542 t=888s status=OPTIMAL obj_int=2978965
[r34990] best=33338.1840 gains=0 vars~512 t=888s status=OPTIMAL obj_int=2972889
[r35000] best=33338.1840 gains=0 vars~506 t=889s status=OPTIMAL obj_int=2927562
[r35010] best=33338.1840 gains=0 vars~527 t=889s status=OPTIMAL obj_int=2976589
[r35020] best=33338.1840 gains=0 vars~532 t=889s status=OPTIMAL obj_int=2973250
[r35030] best=33338.1840 gains=0 vars~517 t=889s status=OPTIMAL obj_int=3020150
[r35040] best=33338.1840 gains=0 vars~525 t=890s status=OPTIMAL obj_int=2993668
[r35050] best=33338.1840 gains=0 vars~512 t=890s status=OPTIMAL obj_int=2922007
[r35060] best=33338.1840 gains=0 vars~545 t=890s status=OPTIMAL obj_int=3052725
[r35070] best=33338.1840 gains=0 vars~515 t=890s status=OPTIMAL obj_int=2964549
[r35080] best=33338.1840 gains=0 vars~542 t=891s status=OPTIMAL obj_int=2978174
[r35090] best=33338.1840 gains=0 vars~524 t=891s status=OPTIMAL obj_int=3002424
[r35100] best=33338.1840 gains=0 vars~521 t=891s status=OPTIMAL obj_int=3004529
[r35110] best=33338.1840 gains=0 vars~527 t=891s status=OPTIMAL obj_int=3057228
[r35120] best=33338.1840 gains=0 vars~528 t=892s status=OPTIMAL obj_int=2995574
[r35130] best=33338.1840 gains=0 vars~519 t=892s status=OPTIMAL obj_int=3001926
[r35140] best=33338.1840 gains=0 vars~520 t=892s status=OPTIMAL obj_int=3025466
[r35150] best=33338.1840 gains=0 vars~527 t=892s status=OPTIMAL obj_int=3057016
[r35160] best=33338.1840 gains=0 vars~526 t=893s status=OPTIMAL obj_int=2993876
[r35170] best=33338.1840 gains=0 vars~532 t=893s status=OPTIMAL obj_int=2968987
[r35180] best=33338.1840 gains=0 vars~548 t=893s status=OPTIMAL obj_int=3007447
[r35190] best=33338.1840 gains=0 vars~516 t=893s status=OPTIMAL obj_int=2998975
[r35200] best=33338.1840 gains=0 vars~543 t=894s status=OPTIMAL obj_int=3035259
[r35210] best=33338.1840 gains=0 vars~537 t=894s status=OPTIMAL obj_int=3007151
[r35220] best=33338.1840 gains=0 vars~524 t=894s status=OPTIMAL obj_int=2961036
[r35230] best=33338.1840 gains=0 vars~553 t=894s status=OPTIMAL obj_int=2962922
[r35240] best=33338.1840 gains=0 vars~528 t=895s status=OPTIMAL obj_int=3015534
[r35250] best=33338.1840 gains=0 vars~528 t=895s status=OPTIMAL obj_int=2985519
[r35260] best=33338.1840 gains=0 vars~540 t=895s status=OPTIMAL obj_int=2997359
[r35270] best=33338.1840 gains=0 vars~531 t=895s status=OPTIMAL obj_int=3045614
[r35280] best=33338.1840 gains=0 vars~512 t=896s status=OPTIMAL obj_int=2995625
[r35290] best=33338.1840 gains=0 vars~558 t=896s status=OPTIMAL obj_int=2998330
[r35300] best=33338.1840 gains=0 vars~538 t=896s status=OPTIMAL obj_int=2942722
[r35310] best=33338.1840 gains=0 vars~526 t=896s status=OPTIMAL obj_int=3019608
[r35320] best=33338.1840 gains=0 vars~538 t=897s status=OPTIMAL obj_int=2973187
[r35330] best=33338.1840 gains=0 vars~523 t=897s status=OPTIMAL obj_int=2943682
[r35340] best=33338.1840 gains=0 vars~526 t=897s status=OPTIMAL obj_int=3046661
[r35350] best=33338.1840 gains=0 vars~525 t=898s status=OPTIMAL obj_int=3024669
[r35360] best=33338.1840 gains=0 vars~527 t=898s status=OPTIMAL obj_int=3011165
[r35370] best=33338.1840 gains=0 vars~548 t=898s status=OPTIMAL obj_int=3070355
[r35380] best=33338.1840 gains=0 vars~543 t=898s status=OPTIMAL obj_int=3007063
[r35390] best=33338.1840 gains=0 vars~523 t=899s status=OPTIMAL obj_int=3003111
[r35400] best=33338.1840 gains=0 vars~527 t=899s status=OPTIMAL obj_int=3014302
[r35410] best=33338.1840 gains=0 vars~542 t=899s status=OPTIMAL obj_int=2942860
[r35420] best=33338.1840 gains=0 vars~533 t=899s status=OPTIMAL obj_int=3021302
[r35430] best=33338.1840 gains=0 vars~517 t=900s status=OPTIMAL obj_int=2973332
[r35440] best=33338.1840 gains=0 vars~521 t=900s status=OPTIMAL obj_int=2972423
[r35450] best=33338.1840 gains=0 vars~532 t=900s status=OPTIMAL obj_int=3057673
[r35460] best=33338.1840 gains=0 vars~524 t=900s status=OPTIMAL obj_int=3006040
[r35470] best=33338.1840 gains=0 vars~540 t=901s status=OPTIMAL obj_int=2989945
[r35480] best=33338.1840 gains=0 vars~545 t=901s status=OPTIMAL obj_int=3010439
[r35490] best=33338.1840 gains=0 vars~517 t=901s status=OPTIMAL obj_int=2972856
[r35500] best=33338.1840 gains=0 vars~503 t=901s status=OPTIMAL obj_int=3034957
[r35510] best=33338.1840 gains=0 vars~546 t=902s status=OPTIMAL obj_int=3004244
[r35520] best=33338.1840 gains=0 vars~517 t=902s status=OPTIMAL obj_int=3009554
[r35530] best=33338.1840 gains=0 vars~524 t=902s status=OPTIMAL obj_int=3071695
[r35540] best=33338.1840 gains=0 vars~523 t=902s status=OPTIMAL obj_int=2896505
[r35550] best=33338.1840 gains=0 vars~521 t=903s status=OPTIMAL obj_int=2983855
[r35560] best=33338.1840 gains=0 vars~527 t=903s status=OPTIMAL obj_int=2882648
[r35570] best=33338.1840 gains=0 vars~522 t=903s status=OPTIMAL obj_int=3035451
[r35580] best=33338.1840 gains=0 vars~528 t=903s status=OPTIMAL obj_int=2992269
[r35590] best=33338.1840 gains=0 vars~534 t=904s status=OPTIMAL obj_int=2942272
[r35600] best=33338.1840 gains=0 vars~530 t=904s status=OPTIMAL obj_int=2999866
[r35610] best=33338.1840 gains=0 vars~564 t=904s status=OPTIMAL obj_int=2977102
[r35620] best=33338.1840 gains=0 vars~518 t=904s status=OPTIMAL obj_int=2918332
[r35630] best=33338.1840 gains=0 vars~533 t=905s status=OPTIMAL obj_int=2957453
[r35640] best=33338.1840 gains=0 vars~526 t=905s status=OPTIMAL obj_int=2957481
[r35650] best=33338.1840 gains=0 vars~534 t=905s status=OPTIMAL obj_int=3001601
[r35660] best=33338.1840 gains=0 vars~515 t=905s status=OPTIMAL obj_int=3026932
[r35670] best=33338.1840 gains=0 vars~525 t=906s status=OPTIMAL obj_int=3021651
[r35680] best=33338.1840 gains=0 vars~510 t=906s status=OPTIMAL obj_int=2969875
[r35690] best=33338.1840 gains=0 vars~510 t=906s status=OPTIMAL obj_int=2990155
[r35700] best=33338.1840 gains=0 vars~525 t=906s status=OPTIMAL obj_int=2969002
[r35710] best=33338.1840 gains=0 vars~551 t=907s status=OPTIMAL obj_int=3060537
[r35720] best=33338.1840 gains=0 vars~525 t=907s status=OPTIMAL obj_int=2916318
[r35730] best=33338.1840 gains=0 vars~511 t=907s status=OPTIMAL obj_int=2985635
[r35740] best=33338.1840 gains=0 vars~515 t=907s status=OPTIMAL obj_int=2955422
[r35750] best=33338.1840 gains=0 vars~527 t=908s status=OPTIMAL obj_int=2978641
[r35760] best=33338.1840 gains=0 vars~518 t=908s status=OPTIMAL obj_int=2946371
[r35770] best=33338.1840 gains=0 vars~524 t=908s status=OPTIMAL obj_int=3021187
[r35780] best=33338.1840 gains=0 vars~520 t=908s status=OPTIMAL obj_int=3009799
[r35790] best=33338.1840 gains=0 vars~552 t=908s status=OPTIMAL obj_int=2954065
[r35800] best=33338.1840 gains=0 vars~531 t=909s status=OPTIMAL obj_int=2995405
[r35810] best=33338.1840 gains=0 vars~524 t=909s status=OPTIMAL obj_int=2951676
[r35820] best=33338.1840 gains=0 vars~526 t=909s status=OPTIMAL obj_int=3031618
[r35830] best=33338.1840 gains=0 vars~522 t=909s status=OPTIMAL obj_int=2937290
[r35840] best=33338.1840 gains=0 vars~509 t=910s status=OPTIMAL obj_int=2974884
[r35850] best=33338.1840 gains=0 vars~522 t=910s status=OPTIMAL obj_int=3011642
[r35860] best=33338.1840 gains=0 vars~514 t=910s status=OPTIMAL obj_int=3000924
[r35870] best=33338.1840 gains=0 vars~538 t=910s status=OPTIMAL obj_int=2986596
[r35880] best=33338.1840 gains=0 vars~522 t=911s status=OPTIMAL obj_int=3015432
[r35890] best=33338.1840 gains=0 vars~536 t=911s status=OPTIMAL obj_int=2942603
[r35900] best=33338.1840 gains=0 vars~517 t=911s status=OPTIMAL obj_int=3023570
[r35910] best=33338.1840 gains=0 vars~534 t=912s status=OPTIMAL obj_int=2969264
[r35920] best=33338.1840 gains=0 vars~523 t=912s status=OPTIMAL obj_int=3005859
[r35930] best=33338.1840 gains=0 vars~527 t=912s status=OPTIMAL obj_int=2961369
[r35940] best=33338.1840 gains=0 vars~532 t=912s status=OPTIMAL obj_int=2946352
[r35950] best=33338.1840 gains=0 vars~510 t=912s status=OPTIMAL obj_int=3024961
[r35960] best=33338.1840 gains=0 vars~521 t=913s status=OPTIMAL obj_int=2952195
[r35970] best=33338.1840 gains=0 vars~519 t=913s status=OPTIMAL obj_int=2934732
[r35980] best=33338.1840 gains=0 vars~541 t=913s status=OPTIMAL obj_int=3040967
[r35990] best=33338.1840 gains=0 vars~525 t=913s status=OPTIMAL obj_int=3029459
[r36000] best=33338.1840 gains=0 vars~558 t=914s status=OPTIMAL obj_int=2965762
[r36010] best=33338.1840 gains=0 vars~533 t=914s status=OPTIMAL obj_int=3018820
[r36020] best=33338.1840 gains=0 vars~533 t=914s status=OPTIMAL obj_int=3013887
[r36030] best=33338.1840 gains=0 vars~536 t=915s status=OPTIMAL obj_int=2922199
[r36040] best=33338.1840 gains=0 vars~529 t=915s status=OPTIMAL obj_int=2963246
[r36050] best=33338.1840 gains=0 vars~521 t=915s status=OPTIMAL obj_int=3006637
[r36060] best=33338.1840 gains=0 vars~526 t=915s status=OPTIMAL obj_int=2993445
[r36070] best=33338.1840 gains=0 vars~530 t=915s status=OPTIMAL obj_int=2982557
[r36080] best=33338.1840 gains=0 vars~524 t=916s status=OPTIMAL obj_int=3020059
[r36090] best=33338.1840 gains=0 vars~538 t=916s status=OPTIMAL obj_int=3025051
[r36100] best=33338.1840 gains=0 vars~539 t=916s status=OPTIMAL obj_int=3012473
[r36110] best=33338.1840 gains=0 vars~538 t=916s status=OPTIMAL obj_int=3035811
[r36120] best=33338.1840 gains=0 vars~534 t=917s status=OPTIMAL obj_int=2955130
[r36130] best=33338.1840 gains=0 vars~530 t=917s status=OPTIMAL obj_int=3051499
[r36140] best=33338.1840 gains=0 vars~550 t=917s status=OPTIMAL obj_int=2981514
[r36150] best=33338.1840 gains=0 vars~522 t=917s status=OPTIMAL obj_int=3004576
[r36160] best=33338.1840 gains=0 vars~534 t=918s status=OPTIMAL obj_int=2954305
[r36170] best=33338.1840 gains=0 vars~512 t=918s status=OPTIMAL obj_int=2907263
[r36180] best=33338.1840 gains=0 vars~505 t=918s status=OPTIMAL obj_int=2952799
[r36190] best=33338.1840 gains=0 vars~527 t=918s status=OPTIMAL obj_int=2982956
[r36200] best=33338.1840 gains=0 vars~536 t=919s status=OPTIMAL obj_int=3035121
[r36210] best=33338.1840 gains=0 vars~530 t=919s status=OPTIMAL obj_int=3020601
[r36220] best=33338.1840 gains=0 vars~521 t=919s status=OPTIMAL obj_int=3010095
[r36230] best=33338.1840 gains=0 vars~533 t=919s status=OPTIMAL obj_int=3001989
[r36240] best=33338.1840 gains=0 vars~521 t=920s status=OPTIMAL obj_int=2978832
[r36250] best=33338.1840 gains=0 vars~523 t=920s status=OPTIMAL obj_int=3039657
[r36260] best=33338.1840 gains=0 vars~528 t=920s status=OPTIMAL obj_int=2942245
[r36270] best=33338.1840 gains=0 vars~529 t=920s status=OPTIMAL obj_int=3063588
[r36280] best=33338.1840 gains=0 vars~526 t=921s status=OPTIMAL obj_int=3039130
[r36290] best=33338.1840 gains=0 vars~539 t=921s status=OPTIMAL obj_int=2988457
[r36300] best=33338.1840 gains=0 vars~539 t=921s status=OPTIMAL obj_int=2999506
[r36310] best=33338.1840 gains=0 vars~523 t=921s status=OPTIMAL obj_int=2965837
[r36320] best=33338.1840 gains=0 vars~537 t=922s status=OPTIMAL obj_int=2912136
[r36330] best=33338.1840 gains=0 vars~523 t=922s status=OPTIMAL obj_int=3002437
[r36340] best=33338.1840 gains=0 vars~526 t=922s status=OPTIMAL obj_int=2990986
[r36350] best=33338.1840 gains=0 vars~531 t=922s status=OPTIMAL obj_int=2993441
[r36360] best=33338.1840 gains=0 vars~515 t=923s status=OPTIMAL obj_int=2945173
[r36370] best=33338.1840 gains=0 vars~541 t=923s status=OPTIMAL obj_int=2981838
[r36380] best=33338.1840 gains=0 vars~515 t=923s status=OPTIMAL obj_int=2975290
[r36390] best=33338.1840 gains=0 vars~529 t=923s status=OPTIMAL obj_int=2995912
[r36400] best=33338.1840 gains=0 vars~538 t=924s status=OPTIMAL obj_int=2985399
[r36410] best=33338.1840 gains=0 vars~539 t=924s status=OPTIMAL obj_int=3090213
[r36420] best=33338.1840 gains=0 vars~523 t=924s status=OPTIMAL obj_int=2982070
[r36430] best=33338.1840 gains=0 vars~530 t=924s status=OPTIMAL obj_int=2895084
[r36440] best=33338.1840 gains=0 vars~525 t=925s status=OPTIMAL obj_int=2977144
[r36450] best=33338.1840 gains=0 vars~514 t=925s status=OPTIMAL obj_int=2937014
[r36460] best=33338.1840 gains=0 vars~526 t=925s status=OPTIMAL obj_int=2971301
[r36470] best=33338.1840 gains=0 vars~515 t=925s status=OPTIMAL obj_int=2921233
[r36480] best=33338.1840 gains=0 vars~523 t=926s status=OPTIMAL obj_int=2995125
[r36490] best=33338.1840 gains=0 vars~522 t=926s status=OPTIMAL obj_int=3006669
[r36500] best=33338.1840 gains=0 vars~536 t=926s status=OPTIMAL obj_int=3026317
[r36510] best=33338.1840 gains=0 vars~525 t=926s status=OPTIMAL obj_int=2986664
[r36520] best=33338.1840 gains=0 vars~537 t=927s status=OPTIMAL obj_int=2987484
[r36530] best=33338.1840 gains=0 vars~543 t=927s status=OPTIMAL obj_int=2984300
[r36540] best=33338.1840 gains=0 vars~516 t=927s status=OPTIMAL obj_int=2932225
[r36550] best=33338.1840 gains=0 vars~513 t=927s status=OPTIMAL obj_int=3045897
[r36560] best=33338.1840 gains=0 vars~519 t=928s status=OPTIMAL obj_int=2930068
[r36570] best=33338.1840 gains=0 vars~540 t=928s status=OPTIMAL obj_int=2962739
[r36580] best=33338.1840 gains=0 vars~511 t=928s status=OPTIMAL obj_int=3018803
[r36590] best=33338.1840 gains=0 vars~516 t=928s status=OPTIMAL obj_int=2961767
[r36600] best=33338.1840 gains=0 vars~529 t=929s status=OPTIMAL obj_int=2974025
[r36610] best=33338.1840 gains=0 vars~525 t=929s status=OPTIMAL obj_int=3032792
[r36620] best=33338.1840 gains=0 vars~537 t=929s status=OPTIMAL obj_int=3022660
[r36630] best=33338.1840 gains=0 vars~538 t=929s status=OPTIMAL obj_int=3030924
[r36640] best=33338.1840 gains=0 vars~544 t=930s status=OPTIMAL obj_int=3017852
[r36650] best=33338.1840 gains=0 vars~509 t=930s status=OPTIMAL obj_int=2970697
[r36660] best=33338.1840 gains=0 vars~512 t=930s status=OPTIMAL obj_int=2997624
[r36670] best=33338.1840 gains=0 vars~530 t=930s status=OPTIMAL obj_int=3030995
[r36680] best=33338.1840 gains=0 vars~539 t=931s status=OPTIMAL obj_int=2964621
[r36690] best=33338.1840 gains=0 vars~534 t=931s status=OPTIMAL obj_int=3076294
[r36700] best=33338.1840 gains=0 vars~518 t=931s status=OPTIMAL obj_int=3050251
[r36710] best=33338.1840 gains=0 vars~507 t=932s status=OPTIMAL obj_int=2983754
[r36720] best=33338.1840 gains=0 vars~548 t=932s status=OPTIMAL obj_int=2977514
[r36730] best=33338.1840 gains=0 vars~515 t=932s status=OPTIMAL obj_int=3042600
[r36740] best=33338.1840 gains=0 vars~547 t=932s status=OPTIMAL obj_int=2946634
[r36750] best=33338.1840 gains=0 vars~508 t=933s status=OPTIMAL obj_int=2929250
[r36760] best=33338.1840 gains=0 vars~530 t=933s status=OPTIMAL obj_int=2963853
[r36770] best=33338.1840 gains=0 vars~528 t=933s status=OPTIMAL obj_int=2974781
[r36780] best=33338.1840 gains=0 vars~523 t=933s status=OPTIMAL obj_int=2980963
[r36790] best=33338.1840 gains=0 vars~539 t=934s status=OPTIMAL obj_int=2996239
[r36800] best=33338.1840 gains=0 vars~518 t=934s status=OPTIMAL obj_int=2967836
[r36810] best=33338.1840 gains=0 vars~520 t=934s status=OPTIMAL obj_int=3006204
[r36820] best=33338.1840 gains=0 vars~536 t=934s status=OPTIMAL obj_int=2999454
[r36830] best=33338.1840 gains=0 vars~526 t=935s status=OPTIMAL obj_int=2993335
[r36840] best=33338.1840 gains=0 vars~532 t=935s status=OPTIMAL obj_int=3044665
[r36850] best=33338.1840 gains=0 vars~539 t=935s status=OPTIMAL obj_int=2998739
[r36860] best=33338.1840 gains=0 vars~541 t=935s status=OPTIMAL obj_int=2967550
[r36870] best=33338.1840 gains=0 vars~533 t=936s status=OPTIMAL obj_int=3026260
[r36880] best=33338.1840 gains=0 vars~527 t=936s status=OPTIMAL obj_int=3005524
[r36890] best=33338.1840 gains=0 vars~536 t=936s status=OPTIMAL obj_int=3037317
[r36900] best=33338.1840 gains=0 vars~526 t=936s status=OPTIMAL obj_int=3041899
[r36910] best=33338.1840 gains=0 vars~527 t=937s status=OPTIMAL obj_int=3009303
[r36920] best=33338.1840 gains=0 vars~525 t=937s status=OPTIMAL obj_int=2960961
[r36930] best=33338.1840 gains=0 vars~525 t=937s status=OPTIMAL obj_int=3045584
[r36940] best=33338.1840 gains=0 vars~521 t=937s status=OPTIMAL obj_int=3061502
[r36950] best=33338.1840 gains=0 vars~519 t=938s status=OPTIMAL obj_int=3061275
[r36960] best=33338.1840 gains=0 vars~523 t=938s status=OPTIMAL obj_int=2996297
[r36970] best=33338.1840 gains=0 vars~529 t=938s status=OPTIMAL obj_int=2998352
[r36980] best=33338.1840 gains=0 vars~517 t=938s status=OPTIMAL obj_int=2952139
[r36990] best=33338.1840 gains=0 vars~531 t=938s status=OPTIMAL obj_int=3020016
[r37000] best=33338.1840 gains=0 vars~548 t=939s status=OPTIMAL obj_int=2987669
[r37010] best=33338.1840 gains=0 vars~526 t=939s status=OPTIMAL obj_int=3037867
[r37020] best=33338.1840 gains=0 vars~517 t=939s status=OPTIMAL obj_int=2965920
[r37030] best=33338.1840 gains=0 vars~531 t=939s status=OPTIMAL obj_int=3015493
[r37040] best=33338.1840 gains=0 vars~513 t=940s status=OPTIMAL obj_int=2934569
[r37050] best=33338.1840 gains=0 vars~526 t=940s status=OPTIMAL obj_int=2948809
[r37060] best=33338.1840 gains=0 vars~543 t=940s status=OPTIMAL obj_int=3030107
[r37070] best=33338.1840 gains=0 vars~523 t=940s status=OPTIMAL obj_int=2948601
[r37080] best=33338.1840 gains=0 vars~509 t=941s status=OPTIMAL obj_int=2954906
[r37090] best=33338.1840 gains=0 vars~515 t=941s status=OPTIMAL obj_int=3057787
[r37100] best=33338.1840 gains=0 vars~519 t=941s status=OPTIMAL obj_int=2916094
[r37110] best=33338.1840 gains=0 vars~522 t=941s status=OPTIMAL obj_int=3018286
[r37120] best=33338.1840 gains=0 vars~529 t=942s status=OPTIMAL obj_int=2993211
[r37130] best=33338.1840 gains=0 vars~521 t=942s status=OPTIMAL obj_int=2923244
[r37140] best=33338.1840 gains=0 vars~514 t=942s status=OPTIMAL obj_int=2972892
[r37150] best=33338.1840 gains=0 vars~521 t=942s status=OPTIMAL obj_int=2966947
[r37160] best=33338.1840 gains=0 vars~522 t=943s status=OPTIMAL obj_int=3017749
[r37170] best=33338.1840 gains=0 vars~529 t=943s status=OPTIMAL obj_int=3033724
[r37180] best=33338.1840 gains=0 vars~523 t=943s status=OPTIMAL obj_int=2975608
